	lat	long
	37.776196	-122.423316
	37.8203279	-122.2887968
	37.8798723	-122.2694794
	37.8138747	-122.1660901
	37.7632367	-122.4154832
	37.7961888	-122.394041
	38.1070379	-122.8628638
